Hi,

So I ran the R_pPb ratios without doing the discrete binning like you asked,
they are at the end of this message.  Please note that the ratios are not all
that smooth, especially at higher p_T.  I combined bins for the p_T 
distributions, maybe this would have been a good idea for rapidity as well, but
you can either plot them as histograms or try smoothing the results more.
I did a preliminary plot of the full ratios and they behave as expected albeit
a bit noisy, for example, the p_T ratio goes down as one goes to higher rapidity
and, as a function of rapidity, the antishadowing peak goes down and moves 
toward more positive rapidity as the p_T range goes to higher p_T.

Also, I'm including the earlier results again.  I found out that there was
something wrong with the call to EPS09 so that some of the sets were repeated
and others were not run.  This made the uncertainty on the ratios, on R_pPb
especially, too small.  It has less of an effect on R_FB.  Therefore, I ran
those calculations again to give the right result on the uncertainties.

Email me if you have questions.

best regards,
Ramona

---------------------------------

low pt 5 < pt < 6.5 GeV (largest y bins only)
R_pPb
   21.5000    9.8660E-01     1.0061E+00     9.2921E-01
   22.5000    9.7281E-01     1.0422E+00     9.6594E-01
   23.5000    1.0040E+00     1.0429E+00     9.5282E-01
   24.5000    1.0020E+00     1.0201E+00     9.4044E-01
   25.5000    9.7577E-01     1.0276E+00     9.6530E-01
   26.5000    9.8946E-01     1.0259E+00     9.4461E-01
   27.5000    1.0149E+00     1.0548E+00     9.6487E-01
   28.5000    1.0148E+00     1.0160E+00     9.4499E-01
   29.5000    9.9727E-01     1.0500E+00     9.7929E-01
   30.5000    9.9341E-01     1.0396E+00     9.8287E-01
   31.5000    1.0121E+00     1.0805E+00     9.6005E-01
   32.5000    9.9875E-01     1.0261E+00     9.6141E-01
   33.5000    1.0200E+00     1.0813E+00     1.0090E+00
   34.5000    1.0179E+00     1.0317E+00     9.5060E-01
   35.5000    1.0055E+00     1.0299E+00     9.6958E-01
   36.5000    1.0203E+00     1.0760E+00     9.9716E-01
   37.5000    9.8222E-01     1.0161E+00     9.4844E-01
   38.5000    9.9964E-01     1.0502E+00     9.8294E-01
   39.5000    9.9959E-01     1.0666E+00     9.7248E-01
   40.5000    1.0107E+00     1.0491E+00     9.6433E-01
   41.5000    1.0123E+00     1.0245E+00     9.4475E-01
   42.5000    1.0232E+00     1.0382E+00     9.6503E-01
   43.5000    1.0075E+00     1.0843E+00     9.9942E-01
   44.5000    1.0458E+00     1.0649E+00     9.4939E-01
   45.5000    1.0026E+00     1.1071E+00     1.0013E+00
   46.5000    1.0364E+00     1.0530E+00     9.2420E-01
   47.5000    1.0382E+00     1.0562E+00     9.5231E-01
   48.5000    1.0159E+00     1.1614E+00     9.9739E-01
   49.5000    1.0226E+00     1.0650E+00     9.5301E-01

R_pPb(pT) for 1.5 < y < 1.93
    1.5000    7.3884E-01     8.7266E-01     5.8219E-01
    2.5000    8.3533E-01     9.5530E-01     7.3149E-01
    3.5000    8.6999E-01     9.6953E-01     7.8064E-01
    4.5000    8.8184E-01     9.6580E-01     7.9746E-01
    5.5000    9.0248E-01     9.8525E-01     8.0334E-01
    6.5000    9.0881E-01     9.7478E-01     8.4771E-01
    7.5000    9.2834E-01     9.7963E-01     8.4625E-01
    8.5000    9.1729E-01     9.8839E-01     8.6142E-01
    9.5000    9.3788E-01     9.9014E-01     8.6019E-01
   10.5000    9.4130E-01     9.9841E-01     8.9187E-01
   11.5000    9.5326E-01     1.0091E+00     8.8621E-01
   12.5000    9.6850E-01     1.0264E+00     9.2344E-01
   13.5000    9.5917E-01     1.0105E+00     9.1667E-01
   14.5000    9.4431E-01     9.7862E-01     9.1115E-01
   15.5000    9.4332E-01     1.0339E+00     8.9351E-01
   16.5000    9.8152E-01     1.0287E+00     8.9987E-01
   17.5000    9.8588E-01     1.0330E+00     9.4382E-01
   18.5000    9.5968E-01     9.8780E-01     9.3033E-01
   19.5000    9.7304E-01     1.0225E+00     9.2728E-01
   20.5000    9.9379E-01     1.0372E+00     9.4561E-01
   21.5000    9.8018E-01     1.0154E+00     9.3614E-01
   22.5000    9.8699E-01     1.0158E+00     9.3076E-01
   23.5000    9.6345E-01     1.0185E+00     9.3779E-01
   24.5000    1.0003E+00     1.0168E+00     9.4339E-01
   25.5000    9.7203E-01     1.0556E+00     9.3794E-01
   26.5000    9.9385E-01     1.0368E+00     9.3144E-01
   27.5000    9.8519E-01     1.0800E+00     9.5112E-01
   28.5000    9.6977E-01     1.0124E+00     9.2905E-01
   29.5000    9.5564E-01     1.0170E+00     9.2795E-01
   30.5000    9.8622E-01     1.0290E+00     9.5018E-01
   31.5000    1.0114E+00     1.0414E+00     9.4305E-01
   32.5000    1.0273E+00     1.0597E+00     9.8131E-01
   33.5000    9.7125E-01     1.0640E+00     9.6973E-01
   34.5000    9.9053E-01     1.0140E+00     9.3340E-01
   35.5000    9.5849E-01     1.0110E+00     9.1193E-01
   36.5000    9.9769E-01     1.0414E+00     9.5761E-01
   37.5000    9.5716E-01     1.0389E+00     9.2859E-01
   38.5000    1.0340E+00     1.0519E+00     8.9535E-01
   39.5000    1.0514E+00     1.1111E+00     9.9287E-01
   40.5000    1.0243E+00     1.0919E+00     9.4802E-01
   41.5000    1.0419E+00     1.1266E+00     1.0051E+00
   42.5000    9.9590E-01     1.0313E+00     9.2989E-01
   43.5000    1.0148E+00     1.1132E+00     9.8748E-01
   44.5000    9.8208E-01     1.0325E+00     9.3902E-01
   45.5000    9.9753E-01     1.0168E+00     8.9152E-01
   46.5000    9.7186E-01     1.0454E+00     9.0039E-01
   47.5000    9.5833E-01     1.0473E+00     9.3142E-01
   48.5000    9.8397E-01     1.0573E+00     9.4633E-01
   49.5000    1.0440E+00     1.1143E+00     9.1149E-01

R_pPb(y) for 0 < pT < 6.5 GeV
   -6.6250    8.1487E-01     9.9938E-01     5.9669E-01
   -6.3750    9.1574E-01     1.0589E+00     7.7241E-01
   -6.1250    9.9744E-01     1.0966E+00     9.1175E-01
   -5.8750    1.0455E+00     1.1235E+00     9.6947E-01
   -5.6250    1.1346E+00     1.1994E+00     1.0738E+00
   -5.3750    1.1305E+00     1.2151E+00     1.0522E+00
   -5.1250    1.1722E+00     1.2807E+00     1.0906E+00
   -4.8750    1.1921E+00     1.3000E+00     1.0768E+00
   -4.6250    1.1854E+00     1.2924E+00     1.0760E+00
   -4.3750    1.1401E+00     1.2150E+00     1.0533E+00
